date;custid;sex;is.employed;annual_incomeUSD;marital.stat;health.ins;housing.type;vehicle;num.vehicles;age;state.of.res
10/24/2016 8:03:12;352275;1;FALSE;36000;Married;TRUE;Occupied with no rent;YES;3;58;Pennsylvania
10/24/2016 8:03:28;354269;2;;22000;Never Married;FALSE;Rented;YES;1;29;California
10/24/2016 8:04:53;356073;2;TRUE;130000;Never Married;TRUE;Rented;YES;1;54;Texas
10/24/2016 8:05:12;356688;1;TRUE;27000;Never Married;FALSE;Rented;YES;1;26;Iowa
10/24/2016 8:05:25;356763;2;TRUE;24000;Married;FALSE;Rented;YES;3;48;California
10/24/2016 8:08:42;359997;1;TRUE;80050;Married;TRUE;Homeowner with mortgage/loan;YES;2;39;Wisconsin
10/24/2016 8:08:57;360674;2;TRUE;10001;Never Married;TRUE;Rented;YES;2;38;Wisconsin
10/24/2016 8:11:25;361561;1;;3000;Divorced/Separated;TRUE;Rented;YES;1;26;Florida
10/24/2016 8:11:50;361946;2;TRUE;90600;Married;TRUE;Homeowner free and clear;YES;2;68;Kentucky
10/24/2016 8:15:20;361968;2;FALSE;27200;Divorced/Separated;TRUE;Rented;YES;1;68;New York 
10/24/2016 8:15:44;363008;1;;5400;Married;TRUE;Rented;YES;1;84;Illinois
10/24/2016 8:16:07;364328;2;TRUE;67000;Married;TRUE;Rented;YES;1;30;Louisia
10/24/2016 8:17:05;364991;1;;12000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;1;88;Nevada
10/24/2016 8:17:16;368645;2;TRUE;83000;Married;TRUE;Homeowner free and clear;YES;2;52;Michigan
10/24/2016 8:19:55;373976;1;TRUE;27000;Divorced/Separated;TRUE;Rented;YES;1;56;New York
10/24/2016 8:20:03;374461;2;;58600;Divorced/Separated;TRUE;Rented;YES;1;80;Mississippi
10/24/2016 8:20:13;374930;2;;0;Married;FALSE;;NO;;55;Maine
10/24/2016 8:20:15;376508;1;;0;Married;FALSE;Rented;YES;1;42;Iowa
10/24/2016 8:20:23;382338;2;;21400;Married;TRUE;Homeowner free and clear;YES;1;70;Kansas
10/24/2016 8:20:32;382614;2;;24800;Never Married;TRUE;;NO;;55;New Jersey
10/24/2016 8:21:34;382908;1;;30200;Widowed;TRUE;Homeowner with mortgage/loan;YES;2;74;India
10/24/2016 8:21:45;383409;2;TRUE;15000;Never Married;FALSE;Rented;YES;2;24;India
10/24/2016 8:22:41;383455;2;TRUE;124000;Never Married;TRUE;Homeowner with mortgage/loan;YES;4;44;Connecticut
10/24/2016 8:22:42;385318;1;;10800;Widowed;TRUE;Rented;NO;;72;New York
10/24/2016 8:24:05;388567;1;;14600;Divorced/Separated;TRUE;Rented;YES;1;44;Virginia
10/24/2016 8:25:24;390273;2;;27100;Married;TRUE;Homeowner free and clear;YES;2;64;India
10/24/2016 8:26:31;394696;1;;10200;Married;TRUE;Rented;YES;1;58;Wisconsin
10/24/2016 8:26:41;394790;2;;69040;Married;TRUE;Homeowner with mortgage/loan;YES;3;75;Tennessee
10/24/2016 8:27:27;395888;2;TRUE;10800;Married;FALSE;Rented;YES;1;29;Pennsylvania
10/24/2016 8:28:14;396116;1;;0;Married;TRUE;Rented;YES;2;25;South Caroli
10/24/2016 8:29:32;396256;2;TRUE;36400;Married;FALSE;Homeowner with mortgage/loan;YES;3;34;Minnesota
10/24/2016 8:29:41;396675;1;TRUE;60000;Never Married;TRUE;Rented;YES;1;45;Illinois
10/24/2016 8:30:10;397230;1;TRUE;31200;Married;TRUE;Rented;YES;2;55;Texas
10/24/2016 8:31:11;399150;2;TRUE;50000;Married;TRUE;Homeowner with mortgage/loan;YES;3;38;Florida
10/24/2016 8:32:16;399930;2;TRUE;55000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;2;42;Florida
10/24/2016 8:32:25;403690;2;FALSE;34020;Divorced/Separated;FALSE;Homeowner with mortgage/loan;YES;2;50;New York
10/24/2016 8:34:54;406984;1;;10100;Divorced/Separated;TRUE;Rented;YES;1;71;North Caroli
10/24/2016 8:35:01;408221;2;TRUE;134800;Married;TRUE;Homeowner with mortgage/loan;YES;3;60;North Caroli
10/24/2016 8:36:08;409728;2;TRUE;44600;Never Married;FALSE;Homeowner with mortgage/loan;YES;1;50;Illinois
10/24/2016 8:37:32;411385;2;TRUE;45000;Married;TRUE;Homeowner with mortgage/loan;YES;3;45;Pennsylvania
10/24/2016 8:37:54;415060;1;FALSE;16000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;1;60;California
10/24/2016 8:39:35;415381;2;TRUE;109170;Married;TRUE;Homeowner with mortgage/loan;YES;2;39;New York
10/24/2016 8:40:37;415575;2;;0;Never Married;TRUE;;NO;;63;Utah
10/24/2016 8:42:06;415741;2;TRUE;65000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;3;47;New Mexico
10/24/2016 8:43:05;416144;1;TRUE;82000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;2;44;Ohio
10/24/2016 8:44:21;416624;1;TRUE;30000;Married;TRUE;Rented;YES;1;43;Texas
10/24/2016 8:45:42;419751;2;TRUE;95300;Married;TRUE;Homeowner with mortgage/loan;YES;4;57;Texas
10/24/2016 8:45:53;419951;1;TRUE;12000;Never Married;TRUE;Rented;YES;2;21;Wisconsin
10/24/2016 8:46:03;421248;2;TRUE;80000;Married;TRUE;Homeowner free and clear;YES;3;58;Nevada
10/24/2016 8:46:04;421666;2;FALSE;24700;Married;TRUE;Rented;YES;3;54;Idaho
10/24/2016 8:47:26;423279;2;TRUE;24000;Never Married;TRUE;Rented;YES;3;42;Michigan
10/24/2016 8:47:28;423910;2;TRUE;192000;Married;TRUE;Homeowner with mortgage/loan;YES;4;58;Ohio
10/24/2016 8:48:27;426154;1;;10200;Divorced/Separated;TRUE;Rented;NO;;76;India
10/24/2016 8:49:09;427431;1;;7900;Divorced/Separated;TRUE;Rented;NO;;45;California
10/24/2016 8:49:16;427589;1;TRUE;40000;Divorced/Separated;TRUE;Rented;YES;1;54;California
10/24/2016 8:50:08;430516;1;;20000;Widowed;TRUE;Homeowner free and clear;YES;1;81;Maine
10/24/2016 8:50:33;431729;2;;26700;Married;TRUE;Homeowner with mortgage/loan;YES;2;75;Pennsylvania
10/24/2016 8:50:34;432526;1;;7300;Married;TRUE;Homeowner with mortgage/loan;YES;2;44;West Virginia
10/24/2016 8:51:17;433755;1;;60000;Widowed;TRUE;Homeowner with mortgage/loan;YES;3;85;Pennsylvania
10/24/2016 8:51:39;435651;1;;10800;Divorced/Separated;TRUE;Rented;YES;1;63;Pennsylvania
10/24/2016 8:52:24;438304;2;FALSE;9700;Married;TRUE;Rented;YES;1;77;Utah
10/24/2016 8:52:45;439284;1;TRUE;1100;Never Married;TRUE;Rented;YES;1;32;Kentucky
10/24/2016 8:53:44;440475;2;TRUE;35000;Married;TRUE;Homeowner free and clear;YES;2;49;New Hampshire
10/24/2016 8:53:46;441221;2;TRUE;93500;Never Married;TRUE;Rented;NO;;25;New York
10/24/2016 8:54:49;442608;2;TRUE;34000;Never Married;TRUE;Homeowner with mortgage/loan;YES;4;23;Kentucky
10/24/2016 8:54:56;445622;1;;0;Never Married;TRUE;Rented;YES;2;48;Texas
10/24/2016 8:55:58;445937;1;;69900;Widowed;TRUE;Rented;YES;1;86;Georgia
10/24/2016 8:55:59;445985;2;TRUE;43000;Married;TRUE;Homeowner with mortgage/loan;YES;1;56;Texas
10/24/2016 8:56:03;449907;2;TRUE;48000;Married;TRUE;Homeowner with mortgage/loan;YES;4;42;Minnesota
10/24/2016 8:56:20;450221;2;TRUE;15800;Married;FALSE;Homeowner with mortgage/loan;YES;2;64;Washington
10/24/2016 8:56:32;450776;1;TRUE;14900;Divorced/Separated;FALSE;Rented;YES;1;33;Florida
10/24/2016 8:56:58;456859;2;TRUE;80;Never Married;TRUE;;NO;;18;California
10/24/2016 8:58:06;458094;1;;0;Divorced/Separated;TRUE;Rented;YES;1;41;Michigan
10/24/2016 8:58:10;458212;2;TRUE;170000;Married;TRUE;Homeowner with mortgage/loan;YES;2;34;Texas
10/24/2016 8:58:48;458265;2;TRUE;15000;Married;TRUE;Homeowner free and clear;YES;1;58;Massachusetts
10/24/2016 8:59:01;459429;1;TRUE;60000;Married;TRUE;Rented;YES;3;38;Illinois
10/24/2016 9:00:40;459910;2;;56300;Married;TRUE;Homeowner free and clear;YES;1;93;California
10/24/2016 9:01:47;459959;1;;13300;Widowed;TRUE;;NO;;68;Virginia
10/24/2016 9:03:09;460642;1;TRUE;99670;Divorced/Separated;TRUE;Rented;YES;1;44;Alaska
10/24/2016 9:03:30;460925;1;;31300;Married;TRUE;Homeowner free and clear;YES;1;72;Michigan
10/24/2016 9:03:38;461021;1;FALSE;9600;Widowed;TRUE;Rented;YES;2;64;Pennsylvania
10/24/2016 9:04:12;461429;2;;12400;Married;TRUE;Rented;YES;2;81;West Virginia
10/24/2016 9:04:38;462569;2;;22000;Widowed;TRUE;Homeowner free and clear;NO;;89;Iowa
10/24/2016 9:05:16;463808;1;TRUE;90000;Married;TRUE;Homeowner with mortgage/loan;YES;3;46;Texas
10/24/2016 9:06:18;464082;1;;0;Married;FALSE;Rented;YES;2;26;Georgia
10/24/2016 9:06:35;465818;1;FALSE;0;Married;FALSE;Homeowner with mortgage/loan;YES;3;33;India
10/24/2016 9:07:29;467335;2;TRUE;42600;Never Married;FALSE;Rented;YES;1;33;Nebraska
10/24/2016 9:07:39;468344;1;TRUE;35000;Never Married;TRUE;Homeowner with mortgage/loan;YES;2;28;North Caroli
10/24/2016 9:07:45;468553;2;TRUE;40000;Never Married;TRUE;Rented;YES;2;32;Florida
10/24/2016 9:07:59;474507;1;TRUE;3000;Married;TRUE;Homeowner with mortgage/loan;YES;3;52;California
10/24/2016 9:08:48;478228;2;;98900;Married;TRUE;Homeowner with mortgage/loan;YES;4;64;New York
10/24/2016 9:10:32;478502;2;TRUE;90000;Married;FALSE;Rented;YES;1;62;Tennessee
10/24/2016 9:10:37;479327;1;TRUE;6400;Divorced/Separated;TRUE;Rented;YES;2;37;Colorado
10/24/2016 9:13:27;482611;2;TRUE;50000;Married;TRUE;Rented;NO;;24;Virginia
10/24/2016 9:13:43;487124;2;TRUE;2000;Married;FALSE;Rented;YES;2;54;Ohio
10/24/2016 9:14:33;487369;1;FALSE;22000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;1;48;Maryland
10/24/2016 9:15:35;487556;2;TRUE;94700;Married;TRUE;Homeowner with mortgage/loan;YES;2;55;Delaware
10/24/2016 9:16:12;489718;2;;0;Never Married;TRUE;Rented;NO;;21;New Jersey
10/24/2016 9:21:17;491280;2;;127000;Married;TRUE;Homeowner with mortgage/loan;YES;3;61;Iowa
10/24/2016 9:21:19;491389;1;;10000;Married;TRUE;Homeowner free and clear;YES;2;51;Illinois
10/24/2016 9:23:28;491848;1;;16700;Widowed;TRUE;Rented;YES;1;84;Florida
10/24/2016 9:23:20;492072;1;TRUE;80000;Married;TRUE;Homeowner with mortgage/loan;YES;4;49;New Mexico
10/24/2016 9:23:48;492789;1;;0;Married;TRUE;Homeowner with mortgage/loan;YES;2;60;Massachusetts
10/24/2016 9:24:11;496465;2;;0;Divorced/Separated;FALSE;;NO;;45;Florida
10/24/2016 9:25:33;497970;1;TRUE;48000;Married;TRUE;Homeowner with mortgage/loan;YES;2;30;Missouri
10/24/2016 9:25:44;498048;2;TRUE;95000;Married;TRUE;Homeowner with mortgage/loan;YES;2;60;Pennsylvania
10/24/2016 9:25:48;499492;2;;15400;Never Married;TRUE;Homeowner free and clear;YES;1;54;California
10/24/2016 9:25:49;499637;1;;12000;Never Married;TRUE;;NO;;93;Florida
10/24/2016 9:26:58;499807;2;TRUE;125000;Married;TRUE;Homeowner with mortgage/loan;YES;3;43;Massachusetts
10/24/2016 9:27:30;501259;2;TRUE;90000;Married;TRUE;Homeowner with mortgage/loan;YES;2;56;Oklahoma
10/24/2016 9:29:37;502705;2;TRUE;70000;Married;FALSE;Rented;YES;4;37;Illinois
10/24/2016 9:30:47;502764;1;TRUE;71000;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;47;Michigan
10/24/2016 9:31:09;503412;2;TRUE;16000;Never Married;TRUE;;NO;;21;California
10/24/2016 9:31:09;504889;2;FALSE;17300;Married;FALSE;Homeowner with mortgage/loan;YES;2;40;Michigan
10/24/2016 9:31:55;505318;1;TRUE;26400;Divorced/Separated;TRUE;Rented;YES;1;36;Virginia
10/24/2016 9:32:15;506042;2;TRUE;130100;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;1;51;Michigan
10/24/2016 9:32:56;509386;1;;0;Never Married;TRUE;;NO;;85;New Jersey
10/24/2016 9:34:56;510349;1;;23600;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;78;North Caroli
10/24/2016 9:35:10;510555;2;TRUE;30000;Divorced/Separated;FALSE;Rented;YES;2;47;Texas
10/24/2016 9:36:11;511732;1;;0;Never Married;FALSE;;NO;;32;Ohio
10/24/2016 9:36:31;512594;1;TRUE;30900;Married;TRUE;Homeowner with mortgage/loan;YES;3;36;California
10/24/2016 9:38:10;516129;1;TRUE;48000;Never Married;FALSE;Rented;YES;2;45;Texas
10/24/2016 9:38:27;517253;2;TRUE;141000;Married;TRUE;Homeowner with mortgage/loan;YES;2;60;New York
10/24/2016 9:39:02;517696;1;;6300;Married;TRUE;Homeowner free and clear;YES;2;56;California
10/24/2016 9:39:03;518076;1;;40600;Widowed;TRUE;Homeowner free and clear;YES;2;73;North Caroli
10/24/2016 9:40:09;518899;2;TRUE;148000;Married;TRUE;Homeowner with mortgage/loan;YES;3;49;Nevada
10/24/2016 9:40:52;519446;1;;19500;Divorced/Separated;TRUE;Rented;NO;;70;New Jersey
10/24/2016 9:43:26;520030;2;TRUE;49000;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;66;Kansas
10/24/2016 9:45:35;520390;1;TRUE;180000;Married;TRUE;Homeowner with mortgage/loan;YES;2;51;South Dakota
10/24/2016 9:45:36;523769;1;TRUE;42220;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;43;Georgia
10/24/2016 9:45:36;523990;1;TRUE;90000;Never Married;TRUE;Rented;YES;1;31;Michigan
10/24/2016 9:47:47;525942;1;;10400;Divorced/Separated;TRUE;Rented;NO;;78;New Jersey
10/24/2016 9:48:28;527928;1;TRUE;93300;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;43;Colorado
10/24/2016 9:49:43;528994;2;;0;Divorced/Separated;FALSE;;NO;;44;California
10/24/2016 9:50:38;532940;2;TRUE;62000;Married;TRUE;Homeowner with mortgage/loan;YES;2;33;Washington
10/24/2016 9:50:58;532971;2;TRUE;39000;Married;TRUE;Rented;YES;2;33;Nebraska
10/24/2016 9:51:16;535114;1;;0;Married;FALSE;Homeowner with mortgage/loan;YES;1;50;Wisconsin
10/24/2016 9:51:59;536463;2;TRUE;399900;Married;TRUE;Homeowner free and clear;YES;2;68;Louisia
10/24/2016 9:53:35;536879;2;;0;Married;TRUE;Homeowner with mortgage/loan;YES;3;53;California
10/24/2016 9:53:41;537484;1;TRUE;28000;Married;TRUE;Homeowner with mortgage/loan;YES;3;51;Illinois
10/24/2016 9:56:56;540956;1;TRUE;13000;Never Married;FALSE;Rented;NO;;49;New York
10/24/2016 9:57:17;542384;1;;0;Married;FALSE;Rented;YES;2;57;Ohio
10/24/2016 10:02:16;543309;2;;10500;Never Married;TRUE;Rented;NO;;44;New Jersey
10/24/2016 10:02:44;545826;1;;20300;Divorced/Separated;TRUE;Rented;NO;;78;Louisia
10/24/2016 10:03:34;546208;2;;26000;Divorced/Separated;TRUE;;NO;;40;India
10/24/2016 10:04:45;547258;2;FALSE;0;Married;TRUE;Rented;YES;2;53;Massachusetts
10/24/2016 10:05:02;548303;2;;26700;Widowed;TRUE;Homeowner free and clear;NO;;63;Illinois
10/24/2016 10:06:13;549068;2;TRUE;75100;Married;TRUE;Homeowner with mortgage/loan;YES;2;42;Louisia
10/24/2016 10:06:19;550733;1;TRUE;35020;Never Married;TRUE;Rented;YES;1;30;California
10/24/2016 10:06:37;551584;2;TRUE;20000;Married;TRUE;Homeowner free and clear;YES;1;40;New Jersey
10/24/2016 10:07:07;556935;1;TRUE;120000;Married;TRUE;Homeowner with mortgage/loan;YES;3;60;Hawaii
10/24/2016 10:13:12;559163;2;;47000;Married;TRUE;Homeowner with mortgage/loan;YES;2;70;Michigan
10/24/2016 10:13:52;559955;2;;0;Never Married;FALSE;;NO;;36;South Caroli
10/24/2016 10:14:51;560007;1;TRUE;100030;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;2;45;India
10/24/2016 10:17:30;560783;1;;0;Never Married;TRUE;;NO;;37;Hawaii
10/24/2016 10:18:06;561588;1;TRUE;60000;Married;TRUE;Homeowner with mortgage/loan;YES;4;54;New York
10/24/2016 10:20:51;562962;2;;0;Married;TRUE;Homeowner with mortgage/loan;YES;3;55;Pennsylvania
10/24/2016 10:21:02;565628;1;TRUE;15000;Married;TRUE;Homeowner with mortgage/loan;YES;2;58;Arizona
10/24/2016 10:24:13;565740;1;TRUE;44200;Never Married;TRUE;Homeowner with mortgage/loan;YES;3;34;India
10/24/2016 10:25:55;568892;1;;9600;Widowed;TRUE;Rented;NO;;86;Louisia
10/24/2016 10:26:02;569414;1;TRUE;50600;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;57;Missouri
10/24/2016 10:26:51;571834;1;FALSE;19200;Never Married;TRUE;Rented;YES;1;29;North Caroli
10/24/2016 10:27:56;572341;1;TRUE;16000;Divorced/Separated;TRUE;Rented;YES;1;36;Alabama
10/24/2016 10:28:35;573573;2;TRUE;30000;Never Married;TRUE;Rented;YES;2;28;South Dakota
10/24/2016 10:30:06;575660;1;TRUE;28000;Never Married;FALSE;Rented;YES;1;24;Missouri
10/24/2016 10:30:18;576799;1;TRUE;76600;Never Married;TRUE;Homeowner with mortgage/loan;YES;4;47;California
10/24/2016 10:32:04;578596;2;TRUE;143100;Married;TRUE;Homeowner free and clear;YES;4;66;Massachusetts
10/24/2016 10:33:47;580304;1;TRUE;32000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;2;52;Pennsylvania
10/24/2016 10:34:05;581657;1;;7500;Widowed;TRUE;Homeowner free and clear;YES;1;83;Nebraska
10/24/2016 10:36:47;583093;2;TRUE;16000;Never Married;TRUE;Rented;YES;2;48;Florida
10/24/2016 10:37:17;583249;1;TRUE;15000;Never Married;TRUE;Rented;YES;2;59;Illinois
10/24/2016 10:37:25;583934;1;;24000;Widowed;TRUE;Homeowner free and clear;YES;2;69;Pennsylvania
10/24/2016 10:40:23;584570;2;TRUE;22000;Married;TRUE;Rented;YES;1;38;Washington
10/24/2016 10:40:50;588705;2;;9600;Married;TRUE;Homeowner with mortgage/loan;YES;1;84;California
10/24/2016 10:41:50;588711;1;FALSE;58000;Married;TRUE;Homeowner with mortgage/loan;YES;2;57;Arkansas
10/24/2016 10:42:47;589826;1;TRUE;105000;Never Married;TRUE;Rented;YES;1;30;Pennsylvania
10/24/2016 10:43:39;591244;2;;72600;Never Married;TRUE;Homeowner free and clear;YES;2;58;Wisconsin
10/24/2016 10:44:06;592496;2;TRUE;10700;Divorced/Separated;TRUE;Rented;YES;1;60;Texas
10/24/2016 10:45:39;595225;2;TRUE;39200;Married;TRUE;Homeowner with mortgage/loan;YES;4;51;Virginia
10/24/2016 10:47:47;595796;2;;93400;Married;TRUE;Homeowner free and clear;YES;2;82;Illinois
10/24/2016 10:48:48;595944;1;TRUE;59500;Never Married;TRUE;Homeowner free and clear;YES;1;63;Georgia
10/24/2016 10:51:14;596523;1;TRUE;80000;Divorced/Separated;TRUE;Rented;YES;1;31;Pennsylvania
10/24/2016 10:51:36;597817;1;;12500;Widowed;TRUE;Rented;YES;1;80;Utah
10/24/2016 10:52:24;598008;2;TRUE;388000;Married;TRUE;Homeowner with mortgage/loan;YES;2;51;New Jersey
10/24/2016 10:54:04;601247;2;;93500;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;3;73;Georgia
10/24/2016 10:55:04;601778;1;TRUE;10100;Widowed;FALSE;Homeowner with mortgage/loan;YES;1;63;New Jersey
10/24/2016 10:55:07;603304;2;TRUE;382000;Married;TRUE;Rented;YES;2;44;India
10/24/2016 10:55:16;604216;2;;16500;Divorced/Separated;FALSE;;NO;;42;Pennsylvania
10/24/2016 10:57:45;604839;2;TRUE;150000;Never Married;TRUE;Rented;YES;2;25;Texas
10/24/2016 10:58:47;605624;1;TRUE;60000;Married;TRUE;Homeowner with mortgage/loan;YES;3;48;Michigan
10/24/2016 11:00:43;606108;1;TRUE;66000;Never Married;TRUE;Rented;YES;1;45;New Jersey
10/24/2016 11:01:11;606307;2;TRUE;120000;Married;TRUE;Homeowner with mortgage/loan;YES;2;38;Wisconsin
10/24/2016 11:01:18;607766;1;TRUE;19000;Never Married;TRUE;Rented;YES;1;49;California
10/24/2016 11:01:39;608789;2;;15000;Divorced/Separated;TRUE;;NO;;58;Pennsylvania
10/24/2016 11:03:12;609449;1;;53010;Widowed;TRUE;Homeowner free and clear;YES;2;83;India
10/24/2016 11:03:18;612775;2;TRUE;150000;Married;TRUE;Homeowner with mortgage/loan;YES;2;34;Texas
10/24/2016 11:03:56;612779;1;TRUE;382000;Married;TRUE;Homeowner with mortgage/loan;YES;2;49;Louisia
10/24/2016 11:04:39;613391;2;TRUE;6000;Married;TRUE;Rented;YES;2;23;Ohio
10/24/2016 11:05:28;616498;2;TRUE;30000;Never Married;FALSE;Rented;YES;4;52;Vermont
10/24/2016 11:05:43;618036;2;FALSE;38200;Never Married;FALSE;Rented;YES;2;41;Wisconsin
10/24/2016 11:06:21;618059;1;;15800;Widowed;TRUE;Occupied with no rent;YES;2;89;South Caroli
10/24/2016 11:06:42;618500;1;TRUE;8450;Married;TRUE;Rented;YES;3;64;Pennsylvania
10/24/2016 11:07:24;620116;1;TRUE;28000;Married;TRUE;Rented;YES;2;26;Alabama
10/24/2016 11:07:43;620452;2;FALSE;17000;Married;FALSE;Homeowner with mortgage/loan;YES;1;46;Ohio
10/24/2016 11:09:01;622713;1;TRUE;40000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;4;44;Pennsylvania
10/24/2016 11:10:02;624593;2;TRUE;285000;Married;TRUE;Homeowner with mortgage/loan;YES;2;54;Illinois
10/24/2016 11:10:17;628305;2;;24400;Married;TRUE;;NO;;93;California
10/24/2016 11:14:32;634710;1;TRUE;5000;Never Married;TRUE;Homeowner with mortgage/loan;YES;2;54;Minnesota
10/24/2016 11:15:39;635515;1;TRUE;120000;Divorced/Separated;TRUE;Rented;YES;1;51;California
10/24/2016 11:16:21;635574;2;TRUE;70000;Never Married;TRUE;Rented;YES;2;32;India
10/24/2016 11:17:06;638458;1;;8000;Never Married;FALSE;Rented;NO;;43;Virginia
10/24/2016 11:17:54;638760;2;FALSE;20000;Married;FALSE;Homeowner free and clear;YES;1;33;Pennsylvania
10/24/2016 11:18:27;642727;1;TRUE;48000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;1;58;Illinois
10/24/2016 11:18:40;643754;2;TRUE;70000;Married;TRUE;Homeowner with mortgage/loan;YES;2;54;New Jersey
10/24/2016 11:19:06;645268;2;TRUE;29000;Married;TRUE;Homeowner with mortgage/loan;YES;3;88;Washington
10/24/2016 11:19:55;646061;1;;11500;Widowed;TRUE;Rented;YES;2;54;Monta
10/24/2016 11:21:18;646808;2;TRUE;36000;Married;TRUE;Rented;NO;;40;New Jersey
10/24/2016 11:21:49;647206;2;TRUE;65000;Married;FALSE;Homeowner with mortgage/loan;YES;4;47;Florida
10/24/2016 11:22:30;648220;2;TRUE;20000;Married;TRUE;Homeowner with mortgage/loan;YES;3;51;Ohio
10/24/2016 11:23:29;649827;1;;5500;Married;TRUE;;NO;;89;New York
10/24/2016 11:25:59;650803;2;TRUE;61000;Married;TRUE;Homeowner with mortgage/loan;YES;3;40;Massachusetts
10/24/2016 11:30:48;650961;1;TRUE;60000;Never Married;TRUE;Rented;YES;1;38;California
10/24/2016 11:31:58;655940;1;TRUE;35780;Widowed;TRUE;Homeowner with mortgage/loan;YES;2;62;Florida
10/24/2016 11:32:04;661353;1;;180704;Married;TRUE;Homeowner with mortgage/loan;YES;2;64;Illinois
10/24/2016 11:32:49;665669;1;TRUE;38000;Never Married;TRUE;Rented;YES;4;33;Pennsylvania
10/24/2016 11:32:52;667156;1;TRUE;40000;Married;TRUE;Rented;YES;1;46;New York
10/24/2016 11:35:28;668199;2;TRUE;160000;Married;TRUE;Homeowner with mortgage/loan;YES;2;45;Colorado
10/24/2016 11:41:57;668750;1;;1200;Never Married;FALSE;;NO;;24;Texas
10/24/2016 11:42:31;668777;2;;0;Never Married;FALSE;;NO;;33;Wisconsin
10/24/2016 11:43:22;673010;2;TRUE;63000;Married;TRUE;Rented;YES;1;46;Illinois
10/24/2016 11:48:15;674271;2;FALSE;0;Married;TRUE;Rented;YES;1;54;Massachusetts
10/24/2016 11:48:50;679084;2;;29200;Married;TRUE;Homeowner with mortgage/loan;YES;1;88;Minnesota
10/24/2016 11:49:47;679364;1;FALSE;22800;Married;TRUE;Homeowner free and clear;YES;2;55;California
10/24/2016 11:52:23;680475;2;TRUE;2000;Never Married;TRUE;;NO;;21;Ohio
10/24/2016 11:54:14;680503;2;TRUE;110010;Never Married;TRUE;Rented;YES;1;33;New Jersey
10/24/2016 11:54:32;682848;1;TRUE;59000;Widowed;TRUE;Rented;NO;;58;Oregon
10/24/2016 11:54:45;683320;1;TRUE;70200;Married;TRUE;Homeowner with mortgage/loan;YES;3;32;Pennsylvania
10/24/2016 11:56:27;683867;2;TRUE;82000;Married;TRUE;Homeowner with mortgage/loan;YES;2;62;Oklahoma
10/24/2016 11:56:47;684640;2;TRUE;18200;Divorced/Separated;TRUE;Rented;YES;1;70;Maryland
10/24/2016 11:57:49;684701;2;;12600;Widowed;FALSE;Homeowner with mortgage/loan;YES;3;63;Iowa
10/24/2016 11:58:12;685624;2;TRUE;16000;Married;TRUE;Homeowner with mortgage/loan;YES;2;45;California
10/24/2016 11:58:20;685994;1;TRUE;21100;Married;FALSE;Homeowner free and clear;YES;2;63;Maryland
10/24/2016 11:59:28;688580;2;TRUE;48000;Married;TRUE;Rented;YES;2;22;Florida
10/24/2016 12:00:24;688736;1;;0;Married;TRUE;Rented;YES;2;34;Iowa
10/24/2016 12:02:11;692445;2;TRUE;140000;Married;TRUE;Homeowner with mortgage/loan;YES;5;48;Illinois
10/24/2016 12:02:25;693235;2;TRUE;36200;Married;TRUE;Homeowner free and clear;YES;2;43;Michigan
10/24/2016 12:03:16;693571;1;;0;Married;FALSE;Homeowner with mortgage/loan;YES;2;44;Michigan
10/24/2016 12:04:23;696895;2;TRUE;30000;Married;FALSE;Homeowner with mortgage/loan;YES;2;44;Tennessee
10/24/2016 12:08:21;699499;2;TRUE;65000;Never Married;TRUE;Rented;YES;2;29;North Caroli
10/24/2016 12:11:18;702348;1;;3000;Married;TRUE;Rented;YES;4;20;Texas
10/24/2016 12:12:37;702740;2;TRUE;104000;Married;TRUE;Homeowner with mortgage/loan;YES;2;35;New York
10/24/2016 12:12:42;705752;1;TRUE;34300;Widowed;TRUE;Rented;YES;1;71;Massachusetts
10/24/2016 12:14:06;706135;2;TRUE;120000;Married;TRUE;Homeowner free and clear;YES;2;41;South Caroli
10/24/2016 12:15:42;711954;1;TRUE;103500;Married;TRUE;Homeowner with mortgage/loan;YES;2;44;Pennsylvania
10/24/2016 12:15:58;712409;2;TRUE;35000;Married;TRUE;Homeowner with mortgage/loan;YES;4;41;California
10/24/2016 12:17:19;714135;1;TRUE;56200;Never Married;TRUE;Rented;YES;1;40;New Mexico
